
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,11221
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,10200
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,9272
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,8429
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,7662
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6965
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,6331
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5755
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,5231
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,10179
100.79,9253
100.79,9253
100.79,9253
